ticker,ready_for_forward_research,ready_for_simulation_analysis,blocker_count,blocker_reasons,missing_factor_pack,missing_technical_timing,missing_price_score,missing_market_regime,missing_coverage_trust,missing_simulation_reference,missing_forward_tracker_reference,data_degraded,coverage_window_incomplete,daily_trust_not_high,recommended_research_use
HUM,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
HUT,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
IBIT,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
ICHR,TRUE,TRUE,3,MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
IGV,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
INFY,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
INSM,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
INTC,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
IRDM,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
IREN,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
ISRG,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
IWM,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
IYW,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
JBL,TRUE,TRUE,3,MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
JBS,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
JCI,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
JD,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
JFROG,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
JHX,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KEYS,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
KKR,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KLAC,TRUE,TRUE,3,MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
KLAR,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KLIC,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
KNX,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KRC,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KVYO,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
KWEB,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LBRT,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LCID,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LHX,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LIN,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LINE,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LITE,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
LPLA,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LRCX,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
LSCC,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LYB,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
LYFT,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MA,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MCHP,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MCK,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MDB,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MELI,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
META,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MKSI,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MNTN,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MOD,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MOH,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MPLX,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MPW,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MPWR,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MRVL,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MSFT,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
MTSI,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MTZ,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
MU,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
NAMS,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
NET,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
NFLX,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
NI,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
NOW,TRUE,FALSE,4,MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
NRG,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
NTAP,TRUE,TRUE,3,MISSING_FORWARD_TRACKER_REFERENCE;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FORWARD_ONLY_READY
NTRA,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
NU,FALSE,FALSE,8,MISSING_FACTOR_PACK;MISSING_TECHNICAL_TIMING;MISSING_PRICE_SCORE;MISSING_SIMULATION_REFERENCE;MISSING_FORWARD_TRACKER_REFERENCE;DATA_DEGRADED;COVERAGE_WINDOW_INCOMPLETE;DAILY_TRUST_NOT_HIGH,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,WATCH_ONLY_DUE_TO_DEGRADED_DATA
